GeneID	GeneName	GeneDescription	Transcript#	Strand	Chromosome	Start	End	ExonLength	Source	IsConfounded
SCD_10_+_1	SCD	stearoyl-CoA desaturase (delta-9-desaturase)	1	+	10	100347015	100364831	5468	hg38_refGene	False
OLMALINC_10_+_1	OLMALINC		1	+	10	100373576	100388354	988	hg38_refGene	False
WNT8B_10_+_1	WNT8B	wingless-type MMTV integration site family, member 8B	1	+	10	100463055	100483642	1996	hg38_refGene	False
SEC31B_10_-_1	SEC31B	SEC31 homolog B (S. cerevisiae)	1	-	10	100486646	100519838	4612	hg38_refGene	False
NDUFB8_10_-_1	NDUFB8	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 8, 19kDa	3	-	10	100523729	100529923	951	hg38_refGene	False
HIF1AN_10_+_1	HIF1AN	hypoxia inducible factor 1, alpha subunit inhibitor	1	+	10	100535884	100553924	6912	hg38_refGene	False
PAX2_10_+_1	PAX2	paired box 2	6	+	10	100735709	100829941	4234	hg38_refGene	False
SLF2_10_+_1	SLF2		3	+	10	100912569	100965134	8016	hg38_refGene	False
SEMA4G_10_+_1	SEMA4G	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4G	2	+	10	100972529	100985616	4401	hg38_refGene	True
MIR608_10_+_1	MIR608	microRNA 608	1	+	10	100974985	100975084	100	hg38_refGene	True
MRPL43_10_-_1	MRPL43	mitochondrial ribosomal protein L43	5	-	10	100977822	100987519	2929	hg38_refGene	True
C10orf2_10_+_1	C10orf2	chromosome 10 open reading frame 2	4	+	10	100987536	100994401	3665	hg38_refGene	False
LZTS2_10_+_1	LZTS2	leucine zipper, putative tumor suppressor 2	1	+	10	100997107	101007836	2848	hg38_refGene	True
PDZD7_10_-_1	PDZD7	PDZ domain containing 7	2	-	10	101007683	101031157	4420	hg38_refGene	True
SFXN3_10_+_1	SFXN3	sideroflexin 3	1	+	10	101031239	101041241	3090	hg38_refGene	False
KAZALD1_10_+_1	KAZALD1	Kazal-type serine peptidase inhibitor domain 1	1	+	10	101061242	101065594	2514	hg38_refGene	False
TLX1NB_10_-_1	TLX1NB	TLX1 neighbor	3	-	10	101089321	101141266	3031	hg38_refGene	True
TLX1_10_+_1	TLX1	T-cell leukemia homeobox 1	2	+	10	101131304	101137789	2130	hg38_refGene	True
LINC01514_10_+_1	LINC01514		1	+	10	101176322	101194147	1339	hg38_refGene	False
LBX1_10_-_1	LBX1	ladybird homeobox 1	1	-	10	101226976	101228960	1285	hg38_refGene	False
LBX1-AS1_10_+_1	LBX1-AS1	LBX1 antisense RNA 1 (head to head)	1	+	10	101229594	101238859	1323	hg38_refGene	False
LOC101927419_10_-_1	LOC101927419		1	-	10	101252821	101263550	2222	hg38_refGene	False
BTRC_10_+_1	BTRC	beta-transducin repeat containing E3 ubiquitin protein ligase	3	+	10	101354033	101557321	6164	hg38_refGene	False
POLL_10_-_1	POLL	polymerase (DNA directed), lambda	5	-	10	101578882	101588270	2873	hg38_refGene	False
DPCD_10_+_1	DPCD	deleted in primary ciliary dyskinesia homolog (mouse)	1	+	10	101588332	101609653	799	hg38_refGene	True
MIR3158-1_10_+_1	MIR3158-1	microRNA 3158-1	1	+	10	101601417	101601497	81	hg38_refGene	True
MIR3158-2_10_-_1	MIR3158-2	microRNA 3158-2	1	-	10	101601417	101601497	81	hg38_refGene	True
FBXW4_10_-_1	FBXW4	F-box and WD repeat domain containing 4	1	-	10	101610664	101694986	2212	hg38_refGene	False
FGF8_10_-_1	FGF8	fibroblast growth factor 8 (androgen-induced)	5	-	10	101770130	101780369	1110	hg38_refGene	False
NPM3_10_-_1	NPM3	nucleophosmin/nucleoplasmin 3	1	-	10	101781325	101783413	877	hg38_refGene	False
MGEA5_10_-_1	MGEA5	meningioma expressed antigen 5 (hyaluronidase)	2	-	10	101784443	101818465	5202	hg38_refGene	False
KCNIP2-AS1_10_+_1	KCNIP2-AS1	KCNIP2 antisense RNA 1	1	+	10	101819068	101828889	970	hg38_refGene	True
KCNIP2_10_-_1	KCNIP2	Kv channel interacting protein 2	7	-	10	101825974	101843920	2760	hg38_refGene	True
C10orf76_10_-_1	C10orf76	chromosome 10 open reading frame 76	1	-	10	101845599	102056175	4101	hg38_refGene	False
HPS6_10_+_1	HPS6	Hermansky-Pudlak syndrome 6	1	+	10	102065367	102068038	2672	hg38_refGene	False
LDB1_10_-_1	LDB1	LIM domain binding 1	2	-	10	102107566	102120453	2667	hg38_refGene	False
PPRC1_10_+_1	PPRC1	peroxisome proliferator-activated receptor gamma, coactivator-related 1	3	+	10	102132994	102150333	5374	hg38_refGene	False
NOLC1_10_+_1	NOLC1	nucleolar and coiled-body phosphoprotein 1	3	+	10	102152176	102163871	3970	hg38_refGene	False
ELOVL3_10_+_1	ELOVL3	ELOVL fatty acid elongase 3	1	+	10	102226278	102229587	1419	hg38_refGene	False
PITX3_10_-_1	PITX3	paired-like homeodomain 3	1	-	10	102230189	102241474	1388	hg38_refGene	False
GBF1_10_+_1	GBF1	golgi brefeldin A resistant guanine nucleotide exchange factor 1	3	+	10	102245498	102382899	6440	hg38_refGene	False
NFKB2_10_+_1	NFKB2	nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100)	4	+	10	102394110	102402529	3885	hg38_refGene	False
PSD_10_-_1	PSD	pleckstrin and Sec7 domain containing	4	-	10	102402617	102419934	4708	hg38_refGene	True
FBXL15_10_+_1	FBXL15	F-box and leucine-rich repeat protein 15	1	+	10	102419814	102423136	2362	hg38_refGene	True
CUEDC2_10_-_1	CUEDC2	CUE domain containing 2	1	-	10	102423245	102432666	1196	hg38_refGene	False
MIR146B_10_+_1	MIR146B	microRNA 146b	1	+	10	102436512	102436584	73	hg38_refGene	False
RPARP-AS1_10_+_1	RPARP-AS1	RPARP antisense RNA 1	2	+	10	102449817	102456293	1592	hg38_refGene	True
C10orf95_10_-_1	C10orf95	chromosome 10 open reading frame 95	1	-	10	102449837	102451543	1469	hg38_refGene	True
TMEM180_10_+_1	TMEM180	transmembrane protein 180	1	+	10	102461413	102477045	2834	hg38_refGene	False
ACTR1A_10_-_1	ACTR1A	ARP1 actin-related protein 1 homolog A, centractin alpha (yeast)	1	-	10	102479229	102502755	2873	hg38_refGene	False
SUFU_10_+_1	SUFU	suppressor of fused homolog (Drosophila)	2	+	10	102503962	102633457	5346	hg38_refGene	False
TRIM8_10_+_1	TRIM8	tripartite motif containing 8	1	+	10	102644495	102658319	2744	hg38_refGene	False
ARL3_10_-_1	ARL3	ADP-ribosylation factor-like 3	1	-	10	102673727	102714433	3874	hg38_refGene	False
SFXN2_10_+_1	SFXN2	sideroflexin 2	1	+	10	102714541	102739189	2562	hg38_refGene	False
WBP1L_10_+_1	WBP1L	WW domain binding protein 1-like	2	+	10	102743970	102816264	4396	hg38_refGene	False
CYP17A1_10_-_1	CYP17A1	cytochrome P450, family 17, subfamily A, polypeptide 1	1	-	10	102830531	102837533	1870	hg38_refGene	False
C10orf32_10_+_1	C10orf32	chromosome 10 open reading frame 32	2	+	10	102854210	102864961	2435	hg38_refGene	True
C10orf32-ASMT_10_+_1	C10orf32-ASMT	C10orf32-ASMT readthrough (NMD candidate)	1	+	10	102854210	102901898	2731	hg38_refGene	True
AS3MT_10_+_1	AS3MT	arsenic (+3 oxidation state) methyltransferase	1	+	10	102869453	102901898	2466	hg38_refGene	True
CNNM2_10_+_1	CNNM2	cyclin M2	3	+	10	102918318	103078587	4472	hg38_refGene	False
NT5C2_10_-_1	NT5C2	5'-nucleotidase, cytosolic II	2	-	10	103088017	103193306	3534	hg38_refGene	False
RPEL1_10_+_1	RPEL1	ribulose-5-phosphate-3-epimerase-like 1	1	+	10	103245887	103248016	2130	hg38_refGene	False
INA_10_+_1	INA	internexin neuronal intermediate filament protein, alpha	1	+	10	103277163	103290351	3231	hg38_refGene	False
PCGF6_10_-_1	PCGF6	polycomb group ring finger 6	2	-	10	103302796	103351134	2230	hg38_refGene	False
TAF5_10_+_1	TAF5	TAF5 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 100kDa	1	+	10	103367967	103389066	3269	hg38_refGene	True
USMG5_10_-_1	USMG5	up-regulated during skeletal muscle growth 5 homolog (mouse)	3	-	10	103389051	103396513	893	hg38_refGene	True
MIR1307_10_-_1	MIR1307	microRNA 1307	1	-	10	103394253	103394401	149	hg38_refGene	True
PDCD11_10_+_1	PDCD11	programmed cell death 11	1	+	10	103396655	103446262	6416	hg38_refGene	False
CALHM2_10_-_1	CALHM2	calcium homeostasis modulator 2	3	-	10	103446786	103452405	1949	hg38_refGene	False
CALHM1_10_-_1	CALHM1	calcium homeostasis modulator 1	1	-	10	103453387	103458891	3056	hg38_refGene	False
CALHM3_10_-_1	CALHM3	calcium homeostasis modulator 3	1	-	10	103472804	103479240	1652	hg38_refGene	False
NEURL1-AS1_10_-_1	NEURL1-AS1		2	-	10	103479603	103517442	1065	hg38_refGene	True
NEURL1_10_+_1	NEURL1	neuralized E3 ubiquitin protein ligase 1	1	+	10	103493978	103592552	4315	hg38_refGene	True
SH3PXD2A_10_-_1	SH3PXD2A	SH3 and PX domains 2A	1	-	10	103594027	103855406	11247	hg38_refGene	True
SH3PXD2A-AS1_10_+_1	SH3PXD2A-AS1	SH3PXD2A antisense RNA 1	1	+	10	103746779	103755409	2023	hg38_refGene	True
OBFC1_10_-_1	OBFC1	oligonucleotide/oligosaccharide-binding fold containing 1	1	-	10	103877560	103918287	6481	hg38_refGene	False
SLK_10_+_1	SLK	STE20-like kinase	2	+	10	103967185	104029233	7782	hg38_refGene	False
COL17A1_10_-_1	COL17A1	collagen, type XVII, alpha 1	1	-	10	104031288	104085880	5610	hg38_refGene	True
MIR936_10_-_1	MIR936	microRNA 936	1	-	10	104048089	104048186	98	hg38_refGene	True
SFR1_10_+_1	SFR1	SWI5-dependent recombination repair 1	2	+	10	104122058	104126385	1529	hg38_refGene	False
CFAP43_10_-_1	CFAP43		1	-	10	104129888	104232362	5365	hg38_refGene	True
MIR609_10_-_1	MIR609	microRNA 609	1	-	10	104218789	104218883	95	hg38_refGene	True
GSTO1_10_+_1	GSTO1	glutathione S-transferase omega 1	3	+	10	104254194	104267464	1310	hg38_refGene	False
MIR4482_10_-_1	MIR4482	microRNA 4482	1	-	10	104268336	104268405	70	hg38_refGene	False
GSTO2_10_+_1	GSTO2	glutathione S-transferase omega 2	4	+	10	104268873	104299418	1591	hg38_refGene	False
ITPRIP_10_-_1	ITPRIP	inositol 1,4,5-trisphosphate receptor interacting protein	3	-	10	104309696	104338493	7185	hg38_refGene	True
LOC101927472_10_+_1	LOC101927472		1	+	10	104323364	104326745	700	hg38_refGene	True
CFAP58-AS1_10_-_1	CFAP58-AS1		1	-	10	104351301	104353575	1085	hg38_refGene	False
CFAP58_10_+_1	CFAP58		1	+	10	104353764	104455090	3313	hg38_refGene	False
LOC101927523_10_-_1	LOC101927523		1	-	10	104474940	104480275	1013	hg38_refGene	False
SORCS3_10_+_1	SORCS3	sortilin-related VPS10 domain containing receptor 3	1	+	10	104641101	105265242	5764	hg38_refGene	True
SORCS3-AS1_10_-_1	SORCS3-AS1	SORCS3 antisense RNA 1	1	-	10	104664608	104666216	1294	hg38_refGene	True
LOC101927549_10_-_1	LOC101927549		1	-	10	105673610	105820333	509	hg38_refGene	False
SORCS1_10_-_1	SORCS1	sortilin-related VPS10 domain containing receptor 1	6	-	10	106573663	107164708	8152	hg38_refGene	False
LINC01435_10_-_1	LINC01435		1	-	10	107871576	108069293	721	hg38_refGene	False
XPNPEP1_10_-_1	XPNPEP1	X-prolyl aminopeptidase (aminopeptidase P) 1, soluble	3	-	10	109864766	109923553	2539	hg38_refGene	False
ADD3-AS1_10_-_1	ADD3-AS1	ADD3 antisense RNA 1	1	-	10	109945559	110008381	1280	hg38_refGene	True
ADD3_10_+_1	ADD3	adducin 3 (gamma)	3	+	10	110005968	110135565	4628	hg38_refGene	True
MXI1_10_+_1	MXI1	MAX interactor 1, dimerization protein	3	+	10	110207605	110287365	3835	hg38_refGene	False
SMNDC1_10_-_1	SMNDC1	survival motor neuron domain containing 1	1	-	10	110293040	110304949	2029	hg38_refGene	False
DUSP5_10_+_1	DUSP5	dual specificity phosphatase 5	1	+	10	110497867	110511544	2528	hg38_refGene	False
SMC3_10_+_1	SMC3	structural maintenance of chromosomes 3	1	+	10	110567691	110604634	4112	hg38_refGene	False
RBM20_10_+_1	RBM20	RNA binding motif protein 20	1	+	10	110644397	110839471	7235	hg38_refGene	False
PDCD4-AS1_10_-_1	PDCD4-AS1	PDCD4 antisense RNA 1	1	-	10	110868890	110870904	2015	hg38_refGene	False
PDCD4_10_+_1	PDCD4	programmed cell death 4 (neoplastic transformation inhibitor)	3	+	10	110871795	110900006	3698	hg38_refGene	True
MIR4680_10_+_1	MIR4680	microRNA 4680	1	+	10	110898090	110898155	66	hg38_refGene	True
BBIP1_10_-_1	BBIP1	BBSome interacting protein 1	5	-	10	110898730	110919366	2460	hg38_refGene	True
SHOC2_10_+_1	SHOC2	soc-2 suppressor of clear homolog (C. elegans)	2	+	10	110919543	111013667	3947	hg38_refGene	True
RPL13AP6_10_-_1	RPL13AP6	ribosomal protein L13a pseudogene 6	1	-	10	110936603	110937255	653	hg38_refGene	True
MIR548E_10_+_1	MIR548E	microRNA 548e	1	+	10	110988926	110989013	88	hg38_refGene	True
ADRA2A_10_+_1	ADRA2A	adrenoceptor alpha 2A	1	+	10	111077032	111080904	3873	hg38_refGene	False
GPAM_10_-_1	GPAM	glycerol-3-phosphate acyltransferase, mitochondrial	2	-	10	112149864	112183779	6387	hg38_refGene	False
TECTB_10_+_1	TECTB	tectorin beta	1	+	10	112283656	112305034	2791	hg38_refGene	True
MIR6715B_10_-_1	MIR6715B	microRNA mir-6715b	1	-	10	112299612	112299688	77	hg38_refGene	True
MIR6715A_10_+_1	MIR6715A	microRNA mir-6715a	1	+	10	112299612	112299690	79	hg38_refGene	True
GUCY2GP_10_-_1	GUCY2GP	guanylate cyclase 2G, pseudogene	1	-	10	112308178	112356595	2974	hg38_refGene	False
ACSL5_10_+_1	ACSL5	acyl-CoA synthetase long-chain family member 5	3	+	10	112374158	112428380	3744	hg38_refGene	False
ZDHHC6_10_-_1	ZDHHC6	zinc finger, DHHC-type containing 6	2	-	10	112430290	112446959	2225	hg38_refGene	False
VTI1A_10_+_1	VTI1A	vesicle transport through interaction with t-SNAREs 1A	1	+	10	112446998	112818744	4391	hg38_refGene	True
MIR4295_10_+_1	MIR4295	microRNA 4295	1	+	10	112634170	112634254	85	hg38_refGene	True
LOC103344931_10_+_1	LOC103344931		1	+	10	112823496	112827732	4237	hg38_refGene	False
TCF7L2_10_+_1	TCF7L2	transcription factor 7-like 2 (T-cell specific, HMG-box)	13	+	10	112950250	113167677	4326	hg38_refGene	False
HABP2_10_+_1	HABP2	hyaluronan binding protein 2	2	+	10	113550831	113589601	3149	hg38_refGene	True
NRAP_10_-_1	NRAP	nebulin-related anchoring protein	3	-	10	113588824	113664070	5535	hg38_refGene	True
CASP7_10_+_1	CASP7	caspase 7, apoptosis-related cysteine peptidase	7	+	10	113679162	113730909	3093	hg38_refGene	False
PLEKHS1_10_+_1	PLEKHS1	pleckstrin homology domain containing, family S member 1	4	+	10	113751454	113782433	4379	hg38_refGene	True
MIR4483_10_-_1	MIR4483	microRNA 4483	1	-	10	113777993	113778054	62	hg38_refGene	True
DCLRE1A_10_-_1	DCLRE1A	DNA cross-link repair 1A	2	-	10	113834724	113854404	4636	hg38_refGene	False
NHLRC2_10_+_1	NHLRC2	NHL repeat containing 2	1	+	10	113854632	113912506	6392	hg38_refGene	False
ADRB1_10_+_1	ADRB1	adrenoceptor beta 1	1	+	10	114044047	114046908	2862	hg38_refGene	False
CCDC186_10_-_1	CCDC186		1	-	10	114122215	114174605	6277	hg38_refGene	True
MIR2110_10_-_1	MIR2110	microRNA 2110	1	-	10	114174105	114174179	75	hg38_refGene	True
TDRD1_10_+_1	TDRD1	tudor domain containing 1	1	+	10	114179270	114232304	4510	hg38_refGene	False
VWA2_10_+_1	VWA2	von Willebrand factor A domain containing 2	1	+	10	114239254	114294500	5857	hg38_refGene	False
AFAP1L2_10_-_1	AFAP1L2	actin filament associated protein 1-like 2	3	-	10	114294824	114404778	4157	hg38_refGene	False
ABLIM1_10_-_1	ABLIM1	actin binding LIM protein 1	4	-	10	114431110	114684655	8303	hg38_refGene	False
LOC101927692_10_+_1	LOC101927692		1	+	10	114764788	114779903	2378	hg38_refGene	False
FAM160B1_10_+_1	FAM160B1	family with sequence similarity 160, member B1	2	+	10	114821744	114899827	6146	hg38_refGene	False
TRUB1_10_+_1	TRUB1	TruB pseudouridine (psi) synthase family member 1	1	+	10	114938193	114977680	3412	hg38_refGene	False
LOC102724589_10_+_1	LOC102724589		1	+	10	114994657	114996593	344	hg38_refGene	False
ATRNL1_10_+_1	ATRNL1	attractin-like 1	3	+	10	115093365	115948998	9120	hg38_refGene	False
GFRA1_10_-_1	GFRA1	GDNF family receptor alpha 1	3	-	10	116056931	116273614	9595	hg38_refGene	False
CCDC172_10_+_1	CCDC172	coiled-coil domain containing 172	1	+	10	116324428	116380029	1699	hg38_refGene	False
PNLIPRP3_10_+_1	PNLIPRP3	pancreatic lipase-related protein 3	1	+	10	116427912	116477956	2308	hg38_refGene	False
PNLIP_10_+_1	PNLIP	pancreatic lipase	1	+	10	116545916	116567855	1498	hg38_refGene	False
PNLIPRP1_10_+_1	PNLIPRP1	pancreatic lipase-related protein 1	2	+	10	116590959	116609175	1527	hg38_refGene	False
PNLIPRP2_10_+_1	PNLIPRP2	pancreatic lipase-related protein 2	2	+	10	116620953	116645143	1482	hg38_refGene	False
C10orf82_10_-_1	C10orf82	chromosome 10 open reading frame 82	1	-	10	116663696	116669970	994	hg38_refGene	False
HSPA12A_10_-_1	HSPA12A	heat shock 70kDa protein 12A	1	-	10	116671192	116742574	5722	hg38_refGene	False
ENO4_10_+_1	ENO4	enolase family member 4	1	+	10	116849512	116882601	2865	hg38_refGene	False
SHTN1_10_-_1	SHTN1		5	-	10	116883377	117126586	5936	hg38_refGene	False
VAX1_10_-_1	VAX1	ventral anterior homeobox 1	2	-	10	117128521	117138301	5788	hg38_refGene	False
MIR3663HG_10_-_1	MIR3663HG		2	-	10	117153521	117169055	2524	hg38_refGene	True
MIR3663_10_-_1	MIR3663	microRNA 3663	1	-	10	117167678	117167774	97	hg38_refGene	True
KCNK18_10_+_1	KCNK18	potassium channel, subfamily K, member 18	1	+	10	117197489	117210299	1155	hg38_refGene	False
SLC18A2_10_+_1	SLC18A2	solute carrier family 18 (vesicular monoamine transporter), member 2	1	+	10	117241073	117279430	3872	hg38_refGene	False
PDZD8_10_-_1	PDZD8	PDZ domain containing 8	1	-	10	117280489	117375467	6484	hg38_refGene	False
EMX2OS_10_-_1	EMX2OS	EMX2 opposite strand/antisense RNA	1	-	10	117484293	117545068	7282	hg38_refGene	True
EMX2_10_+_1	EMX2	empty spiracles homeobox 2	2	+	10	117542445	117549546	2896	hg38_refGene	True
RAB11FIP2_10_-_1	RAB11FIP2	RAB11 family interacting protein 2 (class I)	1	-	10	118004916	118046603	6061	hg38_refGene	False
CASC2_10_+_1	CASC2	cancer susceptibility candidate 2 (non-protein coding)	3	+	10	118046821	118210153	5214	hg38_refGene	False
FAM204A_10_-_1	FAM204A	family with sequence similarity 204, member A	2	-	10	118309060	118342327	2766	hg38_refGene	False
LINC00867_10_+_1	LINC00867	long intergenic non-protein coding RNA 867	1	+	10	118357108	118359203	580	hg38_refGene	False
PRLHR_10_-_1	PRLHR	prolactin releasing hormone receptor	1	-	10	118593404	118595648	1980	hg38_refGene	False
CACUL1_10_-_1	CACUL1	CDK2-associated, cullin domain 1	1	-	10	118680982	118755246	6740	hg38_refGene	False
NANOS1_10_+_1	NANOS1	nanos homolog 1 (Drosophila)	1	+	10	119029716	119034342	4627	hg38_refGene	False
EIF3A_10_-_1	EIF3A	eukaryotic translation initiation factor 3, subunit A	1	-	10	119035029	119080822	5305	hg38_refGene	True
SNORA19_10_-_1	SNORA19	small nucleolar RNA, H/ACA box 19	1	-	10	119060011	119060138	128	hg38_refGene	True
FAM45A_10_+_1	FAM45A	family with sequence similarity 45, member A	5	+	10	119104065	119137984	2694	hg38_refGene	False
SFXN4_10_-_1	SFXN4	sideroflexin 4	2	-	10	119140913	119165692	1509	hg38_refGene	False
PRDX3_10_-_1	PRDX3	peroxiredoxin 3	6	-	10	119167699	119178865	1629	hg38_refGene	False
GRK5_10_+_1	GRK5	G protein-coupled receptor kinase 5	1	+	10	119207685	119455619	2558	hg38_refGene	True
MIR4681_10_+_1	MIR4681	microRNA 4681	1	+	10	119377972	119378043	72	hg38_refGene	True
RGS10_10_-_1	RGS10	regulator of G-protein signaling 10	2	-	10	119499827	119542710	974	hg38_refGene	False
TIAL1_10_-_1	TIAL1	TIA1 cytotoxic granule-associated RNA binding protein-like 1	2	-	10	119573466	119597029	3942	hg38_refGene	False
BAG3_10_+_1	BAG3	BCL2-associated athanogene 3	1	+	10	119651370	119677817	2569	hg38_refGene	False
INPP5F_10_+_1	INPP5F	inositol polyphosphate-5-phosphatase F	3	+	10	119726047	119829150	5388	hg38_refGene	False
MCMBP_10_-_1	MCMBP	minichromosome maintenance complex binding protein	3	-	10	119829404	119873628	4496	hg38_refGene	False
SEC23IP_10_+_1	SEC23IP	SEC23 interacting protein	2	+	10	119892573	119944658	7306	hg38_refGene	False
MIR4682_10_+_1	MIR4682	microRNA 4682	1	+	10	119958513	119958592	80	hg38_refGene	False
RPL21_10_-_1	RPL21	ribosomal protein L21	1	-	10	120354661	120355223	563	hg38_refGene	False
PPAPDC1A_10_+_1	PPAPDC1A	phosphatidic acid phosphatase type 2 domain containing 1A	1	+	10	120456954	120589855	1521	hg38_refGene	False
LINC01561_10_+_1	LINC01561		1	+	10	120597949	120600123	2175	hg38_refGene	False
WDR11-AS1_10_-_1	WDR11-AS1	WDR11 antisense RNA 1	1	-	10	120761812	120851179	2500	hg38_refGene	True
WDR11_10_+_1	WDR11	WD repeat domain 11	1	+	10	120851175	120909526	4734	hg38_refGene	True
FGFR2_10_-_1	FGFR2	fibroblast growth factor receptor 2	11	-	10	121478330	121598458	5573	hg38_refGene	False
ATE1_10_-_1	ATE1	arginyltransferase 1	6	-	10	121740421	121928801	5514	hg38_refGene	True
ATE1-AS1_10_+_1	ATE1-AS1	ATE1 antisense RNA 1	1	+	10	121928312	121951965	951	hg38_refGene	True
NSMCE4A_10_-_1	NSMCE4A	non-SMC element 4 homolog A (S. cerevisiae)	2	-	10	121957088	121975228	1405	hg38_refGene	False
TACC2_10_+_1	TACC2	transforming, acidic coiled-coil containing protein 2	8	+	10	121989174	122254545	10737	hg38_refGene	False
BTBD16_10_+_1	BTBD16	BTB (POZ) domain containing 16	1	+	10	122271306	122338161	1848	hg38_refGene	False
PLEKHA1_10_+_1	PLEKHA1	pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1	3	+	10	122374578	122432355	4215	hg38_refGene	True
MIR3941_10_+_1	MIR3941	microRNA 3941	1	+	10	122416965	122417067	103	hg38_refGene	True
ARMS2_10_+_1	ARMS2	age-related maculopathy susceptibility 2	1	+	10	122454663	122457352	808	hg38_refGene	False
HTRA1_10_+_1	HTRA1	HtrA serine peptidase 1	1	+	10	122461525	122514908	2120	hg38_refGene	False
DMBT1_10_+_1	DMBT1	deleted in malignant brain tumors 1	3	+	10	122560665	122643736	7686	hg38_refGene	False
C10orf120_10_-_1	C10orf120	chromosome 10 open reading frame 120	1	-	10	122697709	122699822	1064	hg38_refGene	False
DMBT1P1_10_+_1	DMBT1P1	deleted in malignant brain tumors 1 pseudogene 1	1	+	10	122756694	122797645	3743	hg38_refGene	False
CUZD1_10_-_1	CUZD1	CUB and zona pellucida-like domains 1	2	-	10	122832155	122846175	2279	hg38_refGene	True
FAM24B-CUZD1_10_-_1	FAM24B-CUZD1	FAM24B-CUZD1 readthrough	1	-	10	122832155	122879641	2623	hg38_refGene	True
FAM24B_10_-_1	FAM24B	family with sequence similarity 24, member B	3	-	10	122849094	122879641	772	hg38_refGene	True
LOC399815_10_+_1	LOC399815	chromosome 10 open reading frame 88 pseudogene	1	+	10	122879633	122898714	2112	hg38_refGene	True
FAM24A_10_+_1	FAM24A	family with sequence similarity 24, member A	1	+	10	122910701	122913111	596	hg38_refGene	False
C10orf88_10_-_1	C10orf88	chromosome 10 open reading frame 88	1	-	10	122930903	122954403	3087	hg38_refGene	False
PSTK_10_+_1	PSTK	phosphoseryl-tRNA kinase	1	+	10	122980040	122990391	1706	hg38_refGene	False
IKZF5_10_-_1	IKZF5	IKAROS family zinc finger 5 (Pegasus)	6	-	10	122990806	123008850	4809	hg38_refGene	False
ACADSB_10_+_1	ACADSB	acyl-CoA dehydrogenase, short/branched chain	1	+	10	123008913	123058290	5941	hg38_refGene	False
